sensor_id,machine_id,timestamp,temperature,pressure,vibration,status
S-1364,M-200,2026-01-04 19:00:00,20.22,3.31,1.3,Running
S-1365,M-300,2026-01-04 19:15:00,36.7,9.03,3.91,Warning
S-1366,M-400,2026-01-04 19:30:00,74.15,4.39,1.15,Maintenance
S-1367,M-500,2026-01-04 19:45:00,51.52,2.19,0.22,Running
S-1368,M-200,2026-01-04 20:00:00,20.82,4.68,4.71,Idle
S-1369,M-500,2026-01-04 20:15:00,53.2,1.72,0.62,Maintenance
S-1370,M-400,2026-01-04 20:30:00,55.05,4.15,4.24,Idle
S-1371,M-500,2026-01-04 20:45:00,87.7,2.42,2.0,Running
S-1372,M-400,2026-01-04 21:00:00,24.16,9.51,1.82,Running
S-1373,M-500,2026-01-04 21:15:00,72.76,2.67,3.55,Running
S-1374,M-500,2026-01-04 21:30:00,23.35,4.97,3.21,Warning
S-1375,M-400,2026-01-04 21:45:00,84.06,1.98,2.19,Maintenance
S-1376,M-400,2026-01-04 22:00:00,32.82,1.17,2.82,Warning
S-1377,M-200,2026-01-04 22:15:00,23.58,5.68,2.6,Running
S-1378,M-300,2026-01-04 22:30:00,61.98,8.75,1.56,Maintenance
S-1379,M-200,2026-01-04 22:45:00,90.32,7.44,4.74,Maintenance
S-1380,M-300,2026-01-04 23:00:00,93.74,8.29,0.72,Warning
S-1381,M-300,2026-01-04 23:15:00,44.73,4.02,4.91,Running
S-1382,M-400,2026-01-04 23:30:00,57.95,8.84,2.22,Warning
S-1383,M-500,2026-01-04 23:45:00,43.14,6.17,2.9,Idle
S-1384,M-500,2026-01-05 00:00:00,85.7,6.0,4.89,Warning
S-1385,M-300,2026-01-05 00:15:00,46.28,8.46,0.68,Running
S-1386,M-300,2026-01-05 00:30:00,71.8,8.13,3.72,Warning
S-1387,M-300,2026-01-05 00:45:00,81.81,4.63,4.72,Maintenance
S-1388,M-300,2026-01-05 01:00:00,55.64,1.82,2.14,Warning
S-1389,M-100,2026-01-05 01:15:00,69.58,3.09,3.59,Running
S-1390,M-500,2026-01-05 01:30:00,53.8,6.96,2.95,Idle
S-1391,M-300,2026-01-05 01:45:00,57.77,7.59,1.69,Idle
S-1392,M-100,2026-01-05 02:00:00,71.35,9.49,4.52,Idle
S-1393,M-100,2026-01-05 02:15:00,83.47,9.2,4.12,Warning
S-1394,M-300,2026-01-05 02:30:00,69.27,8.94,4.34,Warning
S-1395,M-300,2026-01-05 02:45:00,84.99,7.26,2.91,Maintenance
S-1396,M-100,2026-01-05 03:00:00,47.64,1.06,2.29,Running
S-1397,M-400,2026-01-05 03:15:00,24.27,8.64,3.87,Warning
S-1398,M-300,2026-01-05 03:30:00,21.48,6.13,4.76,Idle
S-1399,M-200,2026-01-05 03:45:00,51.42,2.93,3.48,Idle
S-1400,M-100,2026-01-05 04:00:00,72.68,8.92,4.86,Maintenance
S-1401,M-300,2026-01-05 04:15:00,30.67,2.37,0.57,Maintenance
S-1402,M-400,2026-01-05 04:30:00,84.45,1.6,2.62,Running
S-1403,M-200,2026-01-05 04:45:00,85.29,5.32,2.32,Running
S-1404,M-100,2026-01-05 05:00:00,36.34,3.4,1.77,Maintenance
S-1405,M-200,2026-01-05 05:15:00,57.15,4.64,3.62,Idle
S-1406,M-200,2026-01-05 05:30:00,43.96,3.76,1.67,Maintenance
S-1407,M-100,2026-01-05 05:45:00,35.57,6.63,2.91,Maintenance
S-1408,M-200,2026-01-05 06:00:00,90.8,1.8,0.23,Running
S-1409,M-200,2026-01-05 06:15:00,30.95,4.89,1.23,Idle
S-1410,M-500,2026-01-05 06:30:00,86.27,9.06,1.96,Idle
S-1411,M-400,2026-01-05 06:45:00,87.0,3.93,3.68,Running
S-1412,M-400,2026-01-05 07:00:00,94.31,2.25,0.4,Idle
S-1413,M-400,2026-01-05 07:15:00,33.4,1.08,3.88,Running
S-1414,M-500,2026-01-05 07:30:00,52.0,1.58,2.14,Idle
S-1415,M-400,2026-01-05 07:45:00,30.96,2.99,1.02,Warning
S-1416,M-400,2026-01-05 08:00:00,27.28,8.65,3.88,Running
S-1417,M-500,2026-01-05 08:15:00,64.22,3.15,1.61,Maintenance
S-1418,M-500,2026-01-05 08:30:00,33.43,1.26,0.22,Maintenance
S-1419,M-300,2026-01-05 08:45:00,32.48,3.37,4.64,Idle
S-1420,M-300,2026-01-05 09:00:00,51.83,7.8,2.14,Warning
S-1421,M-400,2026-01-05 09:15:00,42.58,9.36,1.18,Maintenance
S-1422,M-200,2026-01-05 09:30:00,76.71,4.23,1.72,Warning
S-1423,M-200,2026-01-05 09:45:00,22.58,9.37,3.65,Running
S-1424,M-400,2026-01-05 10:00:00,84.41,1.65,3.57,Running
S-1425,M-100,2026-01-05 10:15:00,41.52,9.7,1.69,Idle
S-1426,M-400,2026-01-05 10:30:00,50.11,5.27,4.12,Running
S-1427,M-100,2026-01-05 10:45:00,63.75,9.63,1.52,Maintenance
S-1428,M-500,2026-01-05 11:00:00,29.5,6.22,0.73,Warning
S-1429,M-100,2026-01-05 11:15:00,48.88,2.81,1.18,Maintenance
S-1430,M-500,2026-01-05 11:30:00,57.22,8.6,1.94,Warning
S-1431,M-400,2026-01-05 11:45:00,24.02,2.54,2.2,Idle
S-1432,M-300,2026-01-05 12:00:00,91.91,8.35,2.34,Idle
S-1433,M-200,2026-01-05 12:15:00,31.91,7.68,1.76,Maintenance
S-1434,M-300,2026-01-05 12:30:00,66.27,9.18,1.22,Maintenance
S-1435,M-200,2026-01-05 12:45:00,27.15,9.86,0.42,Maintenance
S-1436,M-500,2026-01-05 13:00:00,31.79,8.08,4.69,Warning
S-1437,M-100,2026-01-05 13:15:00,66.14,8.54,1.04,Running
S-1438,M-200,2026-01-05 13:30:00,79.8,7.91,2.11,Running
S-1439,M-100,2026-01-05 13:45:00,34.87,1.11,2.04,Running
S-1440,M-300,2026-01-05 14:00:00,21.64,3.64,4.98,Maintenance
S-1441,M-100,2026-01-05 14:15:00,65.91,2.75,4.76,Maintenance
S-1442,M-300,2026-01-05 14:30:00,73.35,1.83,1.18,Idle
S-1443,M-200,2026-01-05 14:45:00,26.46,1.03,3.8,Maintenance
S-1444,M-300,2026-01-05 15:00:00,80.66,4.38,2.85,Running
S-1445,M-500,2026-01-05 15:15:00,55.98,2.74,2.6,Running
S-1446,M-400,2026-01-05 15:30:00,90.17,4.8,3.76,Running
S-1447,M-100,2026-01-05 15:45:00,94.13,6.66,3.99,Running
S-1448,M-200,2026-01-05 16:00:00,45.15,2.56,1.39,Maintenance
S-1449,M-200,2026-01-05 16:15:00,56.53,5.75,3.96,Maintenance
S-1450,M-300,2026-01-05 16:30:00,64.26,7.57,0.62,Idle
S-1451,M-500,2026-01-05 16:45:00,69.98,3.03,0.1,Running
S-1452,M-500,2026-01-05 17:00:00,26.35,7.35,4.92,Maintenance
S-1453,M-400,2026-01-05 17:15:00,49.54,2.31,4.61,Running
S-1454,M-100,2026-01-05 17:30:00,78.45,1.37,2.1,Maintenance
S-1455,M-300,2026-01-05 17:45:00,86.54,6.69,3.04,Running
S-1456,M-300,2026-01-05 18:00:00,20.25,7.43,1.51,Idle
S-1457,M-200,2026-01-05 18:15:00,89.94,7.16,1.04,Idle
S-1458,M-400,2026-01-05 18:30:00,91.78,2.27,4.94,Warning
S-1459,M-400,2026-01-05 18:45:00,31.94,9.08,1.77,Running
S-1460,M-500,2026-01-05 19:00:00,25.5,9.64,2.14,Warning
S-1461,M-200,2026-01-05 19:15:00,20.58,9.16,3.94,Running
S-1462,M-100,2026-01-05 19:30:00,36.37,3.13,0.84,Maintenance
S-1463,M-100,2026-01-05 19:45:00,83.9,4.58,1.06,Running
S-1464,M-300,2026-01-05 20:00:00,61.31,9.79,3.02,Running
S-1465,M-400,2026-01-05 20:15:00,90.71,4.82,3.52,Idle
S-1466,M-100,2026-01-05 20:30:00,68.61,1.26,0.7,Warning
S-1467,M-400,2026-01-05 20:45:00,88.65,6.05,0.49,Idle
S-1468,M-200,2026-01-05 21:00:00,78.19,3.36,3.35,Warning
S-1469,M-500,2026-01-05 21:15:00,52.35,3.42,1.16,Running
S-1470,M-300,2026-01-05 21:30:00,89.15,7.78,0.42,Warning
S-1471,M-400,2026-01-05 21:45:00,30.67,2.1,4.63,Maintenance
S-1472,M-400,2026-01-05 22:00:00,78.69,1.71,4.44,Maintenance
S-1473,M-100,2026-01-05 22:15:00,45.5,1.34,0.98,Running
S-1474,M-400,2026-01-05 22:30:00,86.28,6.27,4.87,Warning
S-1475,M-400,2026-01-05 22:45:00,44.01,2.83,2.23,Running
S-1476,M-200,2026-01-05 23:00:00,26.36,5.73,1.05,Maintenance
S-1477,M-500,2026-01-05 23:15:00,58.75,2.82,2.51,Running
S-1478,M-300,2026-01-05 23:30:00,82.39,2.03,4.22,Maintenance
S-1479,M-300,2026-01-05 23:45:00,65.77,8.45,4.52,Warning
S-1480,M-400,2026-01-06 00:00:00,78.82,7.88,4.15,Idle
S-1481,M-300,2026-01-06 00:15:00,89.85,4.53,3.08,Maintenance
S-1482,M-500,2026-01-06 00:30:00,73.06,7.63,0.7,Idle
S-1483,M-100,2026-01-06 00:45:00,36.72,6.14,3.59,Idle
S-1484,M-200,2026-01-06 01:00:00,52.85,3.36,4.3,Warning
S-1485,M-500,2026-01-06 01:15:00,23.19,3.22,0.68,Maintenance
S-1486,M-500,2026-01-06 01:30:00,22.68,3.64,2.19,Warning
S-1487,M-300,2026-01-06 01:45:00,66.76,9.52,4.67,Idle
S-1488,M-200,2026-01-06 02:00:00,36.69,8.89,0.85,Maintenance
S-1489,M-100,2026-01-06 02:15:00,67.3,2.33,3.11,Idle
S-1490,M-500,2026-01-06 02:30:00,54.52,4.27,3.38,Maintenance
S-1491,M-500,2026-01-06 02:45:00,29.02,2.38,0.97,Running
S-1492,M-500,2026-01-06 03:00:00,31.06,6.25,0.19,Idle
S-1493,M-500,2026-01-06 03:15:00,39.55,9.93,2.8,Warning
S-1494,M-500,2026-01-06 03:30:00,50.12,2.03,2.68,Idle
S-1495,M-500,2026-01-06 03:45:00,56.74,1.88,3.59,Idle
S-1496,M-300,2026-01-06 04:00:00,44.11,1.85,0.39,Running
S-1497,M-100,2026-01-06 04:15:00,85.32,2.82,4.62,Idle
S-1498,M-300,2026-01-06 04:30:00,47.0,9.49,0.41,Maintenance
S-1499,M-500,2026-01-06 04:45:00,66.15,2.47,1.21,Idle
